questionsAnswered,correct answers,timeSpent,halfCorrect,reversed,questionsSkipped,answerChanges,flaggedQuestions,label
38,35,22.47,1,0,8,3,1,fort
38,36,20.99,2,0,8,3,1,fort
41,40,17.87,0,1,1,6,1,très fort
37,35,12.39,2,0,20,3,1,fort
36,32,23.52,1,1,8,2,1,fort
41,41,17.87,0,0,16,4,0,très fort
33,30,13.76,2,0,17,2,1,fort
34,33,14.96,1,0,6,5,0,fort
34,32,15.29,0,1,3,4,2,fort
34,32,15.38,0,0,20,5,0,fort
40,35,19.97,0,2,13,4,0,fort
40,35,20.4,1,0,11,5,2,fort
37,36,21.43,1,0,4,5,5,fort
34,33,19.14,1,0,20,0,4,fort
35,33,14.27,1,1,13,4,4,fort
44,40,23.33,2,2,16,5,2,fort
34,34,24.32,0,0,15,2,3,fort
42,38,21.46,1,0,19,5,0,fort
37,36,20.83,0,1,6,1,0,fort
34,34,19.7,0,0,11,1,0,fort
43,43,19.78,0,0,20,3,3,très fort
40,40,18.12,0,0,15,1,1,très fort
34,33,22.05,0,1,1,1,2,fort
35,34,14.47,1,0,4,4,0,fort
37,36,20.4,0,0,6,5,4,fort
37,32,15.31,2,0,14,5,4,fort
36,35,22.27,1,0,12,2,3,fort
42,39,15.4,2,0,19,5,2,fort
37,33,24.76,0,2,11,5,0,fort
41,40,13.22,0,1,1,2,1,très fort
44,43,22.56,1,0,12,6,3,fort
39,34,17.48,2,1,11,4,1,fort
38,33,13.94,1,2,8,3,1,fort
38,36,20.23,2,0,17,0,4,fort
37,34,13.77,1,0,15,5,5,fort
43,41,18.42,2,0,13,2,5,fort
42,40,22.09,2,0,8,0,2,fort
38,36,18.53,0,1,19,4,5,très fort
35,30,17.62,2,0,0,5,4,fort
40,37,17.06,2,1,2,2,3,fort
37,34,18.8,1,1,13,5,3,fort
44,42,20.32,2,0,5,1,5,fort
38,38,22.02,0,0,15,6,5,fort
37,33,14.65,2,2,9,6,2,fort
39,36,20.06,0,2,6,3,5,fort
34,34,13.64,0,0,0,5,5,fort
42,42,24.61,0,0,16,0,1,fort
36,32,21.36,2,1,16,4,5,fort
38,37,21.51,1,0,7,3,5,fort
34,33,12.72,1,0,9,2,4,fort
43,38,14.91,1,2,5,4,0,fort
33,29,20.87,2,1,4,2,2,fort
35,30,21.12,2,2,15,3,5,fort
36,35,21.22,0,1,4,1,0,fort
39,36,20.05,2,1,12,2,1,fort
42,40,12.29,2,0,17,6,2,fort
34,32,18.51,0,2,15,6,4,fort
44,44,14.91,0,0,3,0,2,très fort
42,40,18.41,2,0,10,3,3,fort
41,40,23.27,1,0,20,4,5,fort
40,38,15.58,0,2,20,5,5,fort
38,38,15.62,0,0,20,0,0,très fort
37,37,17.05,0,0,13,3,1,fort
33,29,12.49,1,1,1,5,5,fort
33,30,20.76,2,0,11,0,4,fort
40,39,22.26,1,0,7,4,4,fort
44,44,21.54,0,0,9,4,0,fort
33,33,17.97,0,0,11,5,2,fort
44,44,16.97,0,0,20,0,2,très fort
37,35,14.12,1,0,15,2,5,fort
42,40,15.28,2,0,11,5,1,fort
36,35,19.42,1,0,2,6,0,fort
39,37,13.94,1,0,7,0,5,fort
44,43,12.65,0,0,3,4,0,très fort
35,31,23.37,1,1,11,2,3,fort
33,31,19.38,0,1,9,0,4,fort
35,35,16.5,0,0,20,2,1,fort
40,40,21.37,0,0,6,4,5,fort
39,38,17.82,0,1,10,1,5,très fort
44,44,23.84,0,0,0,1,1,fort
39,36,19.84,1,2,16,1,1,fort
36,36,19.34,0,0,14,6,2,fort
41,40,24.31,1,0,19,3,2,fort
34,34,17.8,0,0,15,1,0,fort
37,32,20.34,0,1,13,1,4,fort
36,34,12.84,1,0,18,6,2,fort
35,34,20.12,1,0,20,5,0,fort
42,42,21.23,0,0,10,2,1,fort
42,41,15.84,1,0,13,2,3,fort
44,44,18.72,0,0,16,6,5,très fort
43,37,12.22,2,1,14,5,0,fort
39,35,20.38,1,1,12,4,3,fort
43,42,14.81,0,1,1,0,3,très fort
36,34,20.99,1,1,3,2,2,fort
44,41,22.72,0,1,3,2,5,fort
40,39,17.4,0,0,10,5,5,très fort
33,29,17.57,1,2,5,1,0,fort
41,39,20.94,0,0,15,4,2,fort
40,38,20.99,0,1,13,4,3,fort
39,36,21.17,1,0,13,2,5,fort
34,33,22.36,1,0,14,3,5,fort
43,43,17.39,0,0,4,0,1,très fort
43,39,21.94,2,0,14,1,4,fort
42,38,19.81,0,2,8,5,0,fort
35,32,18.26,2,1,0,0,5,fort
35,34,20.3,0,1,14,6,1,fort
39,37,22.11,0,2,12,6,0,fort
40,37,24.93,0,1,0,6,1,fort
34,31,24.68,0,0,6,1,0,fort
42,42,23.93,0,0,14,1,5,fort
41,39,23.2,0,0,7,1,0,fort
43,40,24.99,2,0,5,6,3,fort
42,40,22.11,0,2,5,6,5,fort
41,40,13.75,1,0,2,6,4,fort
44,41,23.15,2,0,12,0,2,fort
39,38,13.63,1,0,9,5,2,fort
41,35,19.6,1,0,4,4,2,fort
39,34,13.26,1,2,20,0,4,fort
38,37,15.98,0,1,4,4,5,très fort
35,32,21.24,0,1,4,5,5,fort
39,34,13.19,2,0,4,2,1,fort
34,33,15.4,0,1,8,3,3,fort
37,37,12.57,0,0,10,0,2,fort
44,42,23.86,2,0,6,6,1,fort
44,43,20.28,1,0,4,3,2,fort
37,36,21.28,0,1,16,6,1,fort
40,38,15.92,0,2,15,1,5,fort
37,36,18.08,0,0,2,5,4,fort
42,41,21.92,1,0,1,0,1,fort
33,31,12.7,2,0,14,2,2,fort
33,31,12.04,2,0,5,1,1,fort
42,39,23.64,1,0,4,3,3,fort
44,42,21.87,2,0,6,5,4,fort
44,44,18.45,0,0,20,3,0,très fort
39,37,13.16,2,0,8,2,3,fort
34,32,16.92,1,1,12,3,3,fort
37,33,16.46,2,2,15,1,4,fort
34,34,17.84,0,0,15,2,5,fort
43,43,21.77,0,0,2,6,0,fort
37,37,13.81,0,0,17,1,5,fort
40,39,24.55,1,0,12,0,5,fort
39,37,13.92,1,0,11,5,1,fort
33,31,24.27,2,0,14,5,4,fort
41,40,14.83,1,0,3,2,0,fort
38,37,12.14,1,0,10,5,2,fort
42,38,23.11,1,0,5,0,1,fort
33,33,16.89,0,0,20,0,0,fort
44,42,12.03,2,0,12,5,3,fort
44,43,21.03,1,0,6,1,5,fort
39,36,13.93,2,1,20,3,1,fort
36,32,23.62,2,1,17,1,0,fort
42,38,15.43,1,0,8,3,0,fort
40,38,20.24,2,0,20,0,3,fort
44,39,14.57,2,0,14,1,1,fort
43,42,15.17,1,0,12,4,1,fort
44,41,22.57,1,1,18,2,4,fort
33,33,12.54,0,0,18,2,3,fort
34,30,22.29,0,1,5,6,5,fort
42,40,13.47,1,1,3,4,3,fort
38,38,16.18,0,0,12,2,3,très fort
41,38,15.57,1,2,10,3,4,fort
43,42,14.13,0,1,8,2,2,très fort
42,39,16.86,1,1,6,0,1,fort
34,32,22.47,0,2,3,6,4,fort
40,37,21.01,1,2,4,3,0,fort
37,34,12.42,0,2,19,2,3,fort
36,36,12.86,0,0,12,0,2,fort
39,38,24.01,1,0,0,1,1,fort
33,32,12.08,1,0,3,6,2,fort
38,33,24.28,0,0,16,5,0,fort
44,43,16.89,1,0,20,6,0,fort
44,43,14.56,1,0,18,2,3,fort
37,36,13.55,0,1,1,3,5,fort
43,40,18.88,1,2,10,3,4,fort
38,38,20.0,0,0,10,1,1,très fort
36,31,13.35,1,2,11,3,4,fort
36,34,16.84,0,1,8,2,3,fort
38,33,22.18,2,0,1,6,4,fort
44,44,19.25,0,0,15,6,2,très fort
41,39,14.14,1,1,6,4,0,fort
33,32,15.72,1,0,9,6,0,fort
44,40,23.4,1,1,1,1,2,fort
42,39,14.09,1,0,6,0,2,fort
33,29,23.62,1,2,4,1,2,fort
44,40,16.09,0,0,4,4,3,très fort
44,42,22.48,0,1,5,5,4,fort
44,42,19.22,1,0,13,5,2,fort
34,33,14.6,1,0,15,1,0,fort
34,32,13.33,1,0,16,3,3,fort
35,34,23.61,0,1,6,3,2,fort
38,37,12.53,0,0,15,2,5,très fort
40,40,18.78,0,0,5,0,4,très fort
38,36,15.19,1,1,11,4,0,fort
42,41,22.79,0,0,9,2,0,fort
43,39,19.55,2,2,12,1,0,fort
38,34,15.62,2,0,9,4,1,fort
35,35,20.38,0,0,3,2,3,fort
42,41,19.22,1,0,17,6,0,fort
35,33,16.39,1,0,4,2,2,fort
33,33,24.29,0,0,12,4,1,fort
40,39,17.54,1,0,15,2,4,fort
33,31,21.16,0,2,17,4,0,fort
37,34,15.43,2,1,6,2,0,fort
42,42,14.82,0,0,15,4,2,très fort
34,32,18.62,0,1,3,3,0,fort
44,40,18.87,1,0,12,0,3,fort
44,38,17.67,0,2,8,2,4,fort
35,33,17.9,2,0,5,2,4,fort
33,31,15.52,1,1,5,2,5,fort
39,38,21.33,1,0,19,5,5,fort
43,43,19.22,0,0,10,3,0,très fort
33,32,13.85,0,0,15,3,5,fort
37,37,14.26,0,0,15,3,3,fort
35,32,16.08,2,0,3,4,5,fort
34,30,24.77,0,1,16,5,3,fort
35,35,20.24,0,0,14,5,2,fort
34,30,14.24,2,0,1,6,5,fort
44,42,13.57,1,0,0,1,3,fort
33,30,18.67,2,0,18,1,0,fort
37,33,16.7,2,2,15,3,3,fort
35,30,17.13,0,0,10,5,5,fort
36,35,22.18,1,0,16,4,4,fort
35,34,20.64,1,0,4,0,5,fort
40,36,18.93,1,0,2,4,2,fort
35,33,15.44,0,2,5,5,1,fort
40,37,19.45,0,0,19,3,5,très fort
36,33,23.12,2,0,10,2,2,fort
33,29,22.47,0,0,16,4,0,fort
37,34,18.51,1,2,17,6,1,fort
34,33,22.36,0,0,17,3,0,fort
38,35,24.61,1,2,14,2,1,fort
44,39,19.05,1,2,3,0,0,fort
41,41,21.15,0,0,12,0,2,fort
38,35,17.93,2,0,14,0,2,fort
37,33,12.95,0,2,17,3,5,fort
36,34,22.34,1,0,5,6,1,fort
40,37,24.01,0,0,3,0,1,fort
36,34,21.12,2,0,11,2,5,fort
34,31,20.05,0,0,3,6,0,fort
39,37,16.4,1,1,11,6,1,fort
38,34,15.87,1,0,3,3,4,fort
37,35,23.27,2,0,19,4,5,fort
35,34,16.19,0,1,0,5,5,fort
42,41,15.58,1,0,2,3,5,fort
36,36,14.29,0,0,2,3,4,fort
39,37,12.13,0,1,7,5,0,très fort
33,32,15.78,1,0,19,1,0,fort
36,34,23.94,0,1,9,6,0,fort
43,39,19.03,2,0,2,6,5,fort
38,36,13.55,2,0,9,3,3,fort
38,38,12.44,0,0,1,6,2,très fort
38,36,21.57,1,0,5,2,2,fort
36,34,23.48,1,0,10,4,4,fort
37,36,23.21,0,1,7,6,5,fort
44,42,24.78,0,2,12,5,5,fort
35,32,17.67,1,2,4,6,3,fort
37,33,23.02,0,2,4,2,3,fort
38,33,12.82,1,0,13,0,4,fort
40,39,15.49,1,0,15,0,3,fort
40,38,14.3,2,0,10,1,3,fort
37,35,24.79,2,0,17,6,1,fort
33,32,16.32,0,0,18,1,5,fort
33,30,12.12,0,0,5,5,4,fort
34,32,21.84,2,0,20,0,2,fort
40,38,17.54,1,1,3,3,2,fort
40,40,14.88,0,0,9,2,5,très fort
44,41,20.87,1,2,5,6,2,fort
43,43,18.99,0,0,7,2,5,très fort
34,34,17.93,0,0,2,4,0,fort
43,42,18.29,0,0,5,3,0,très fort
42,41,12.36,1,0,10,5,4,fort
44,41,20.19,1,0,15,0,1,fort
40,39,20.01,1,0,10,0,2,fort
37,33,12.61,0,1,20,4,4,fort
44,41,19.66,1,1,12,1,1,fort
36,35,18.56,1,0,5,4,1,fort
37,36,18.47,1,0,17,5,5,fort
42,40,12.45,2,0,19,5,5,fort
33,32,15.2,0,1,6,1,1,fort
36,34,19.63,2,0,12,4,0,fort
37,35,15.9,0,0,12,2,0,fort
43,43,17.52,0,0,0,2,4,très fort
41,37,19.73,2,1,20,0,4,fort
40,38,21.43,1,1,7,4,2,fort
43,42,12.71,0,1,10,6,5,très fort
38,33,15.55,2,0,18,3,4,fort
38,37,21.7,0,0,20,3,4,fort
42,41,16.65,0,0,3,6,4,très fort
36,34,13.58,2,0,5,1,3,fort
35,34,19.33,0,1,14,1,2,fort
43,38,17.41,2,1,14,1,4,fort
39,38,18.36,1,0,13,2,2,fort
41,41,24.59,0,0,9,3,1,fort
41,36,18.47,1,0,20,2,2,fort
33,31,24.24,1,1,2,3,1,fort
41,37,15.86,2,1,17,0,5,fort
39,37,17.47,0,2,19,5,4,fort
36,36,21.33,0,0,9,5,3,fort
38,36,23.52,2,0,3,0,2,fort
34,32,24.26,0,1,9,1,5,fort
38,36,12.82,0,1,10,4,1,très fort
37,33,19.75,2,1,16,6,0,fort
40,38,17.65,2,0,12,6,0,fort
37,36,14.61,1,0,3,1,0,fort
34,32,19.15,1,0,8,3,2,fort
33,32,24.13,0,1,13,6,3,fort
39,37,13.18,2,0,18,1,2,fort
41,40,19.1,0,0,12,2,5,très fort
33,31,12.91,2,0,20,5,1,fort
42,41,22.11,1,0,13,0,5,fort
42,40,19.78,1,1,1,2,2,fort
36,34,12.24,0,0,15,3,4,fort
43,39,24.62,1,2,18,4,4,fort
36,33,20.49,2,0,8,3,4,fort
44,44,20.95,0,0,16,5,3,fort
42,42,18.97,0,0,13,5,2,très fort
44,44,14.05,0,0,13,5,3,très fort
34,33,21.86,1,0,8,1,3,fort
42,37,20.9,0,0,4,4,4,fort
38,38,22.76,0,0,14,4,0,fort
43,43,22.71,0,0,17,6,4,fort
37,35,23.29,0,2,0,4,0,fort
34,33,15.42,1,0,4,3,2,fort
33,33,19.33,0,0,12,5,5,fort
38,35,16.84,1,1,5,4,3,fort
41,41,16.58,0,0,4,6,0,très fort
40,39,21.55,0,0,1,1,0,fort
38,35,22.18,0,0,0,0,0,fort
36,35,14.75,0,1,2,4,1,fort
44,44,20.12,0,0,2,5,2,fort
34,34,19.61,0,0,11,6,3,fort
33,33,21.77,0,0,14,6,5,fort
41,41,12.99,0,0,19,0,5,très fort
40,38,23.6,1,1,14,4,4,fort
33,33,13.55,0,0,8,1,2,fort
34,33,15.26,0,1,10,6,4,fort
34,32,24.37,2,0,1,5,5,fort
42,41,21.59,0,1,20,6,2,fort
37,35,23.53,2,0,11,2,4,fort
38,38,13.64,0,0,19,4,3,très fort
41,37,13.47,0,1,9,3,2,très fort
38,36,13.73,1,1,1,0,2,fort
37,32,21.18,1,1,14,2,2,fort
40,39,23.56,0,1,3,4,0,fort
40,37,24.83,0,0,9,2,4,fort
41,41,23.3,0,0,4,3,0,fort
34,32,13.91,2,0,7,3,2,fort
37,34,13.53,2,0,0,5,4,fort
33,30,17.46,1,0,0,5,2,fort
42,37,22.66,2,0,5,6,3,fort
34,33,20.03,0,0,1,6,1,fort
35,32,24.28,0,2,1,4,4,fort
38,35,13.48,1,1,1,6,3,fort
43,38,23.29,2,2,16,5,1,fort
43,37,14.95,2,2,1,6,4,fort
36,35,20.18,0,1,7,5,2,fort
38,34,18.54,0,0,20,4,3,fort
41,38,23.86,1,0,2,6,2,fort
36,34,20.6,2,0,16,3,1,fort
33,32,16.48,1,0,10,1,0,fort
39,37,18.97,0,0,11,1,0,très fort
40,38,16.79,0,1,12,0,2,très fort
42,42,13.23,0,0,6,4,3,très fort
36,36,20.56,0,0,17,5,1,fort
36,35,20.53,1,0,6,1,4,fort
44,40,17.35,1,0,19,4,1,fort
42,36,13.99,2,0,6,5,1,fort
44,44,14.63,0,0,13,1,3,très fort
41,36,18.37,1,2,17,1,3,fort
36,31,14.71,2,0,16,0,5,fort
38,38,22.8,0,0,1,0,4,fort
41,38,21.14,1,2,16,6,0,fort
37,34,21.0,0,1,3,1,4,fort
34,31,13.28,1,1,14,5,1,fort
36,35,13.4,0,1,1,4,0,fort
38,34,24.6,2,1,5,5,0,fort
37,34,15.47,0,0,1,6,2,fort
34,32,19.76,0,2,4,3,2,fort
42,41,12.47,0,1,6,1,2,très fort
37,35,15.21,0,2,12,4,3,fort
35,34,19.76,1,0,13,5,0,fort
38,38,23.25,0,0,1,0,4,fort
35,35,12.18,0,0,4,2,1,fort
36,35,19.1,1,0,14,3,4,fort
33,33,21.48,0,0,13,6,1,fort
37,36,15.93,0,1,13,3,3,fort
33,30,21.88,2,0,18,4,2,fort
38,38,21.77,0,0,6,3,2,fort
44,44,20.4,0,0,12,0,1,fort
34,34,18.51,0,0,16,6,1,fort
44,44,18.5,0,0,5,0,1,très fort
38,33,22.31,0,1,5,0,2,fort
38,36,19.04,2,0,2,6,3,fort
37,36,12.19,1,0,5,0,2,fort
44,43,14.8,0,1,17,6,1,très fort
35,35,23.2,0,0,3,5,0,fort
33,30,12.32,1,2,1,4,2,fort
34,31,15.16,0,0,12,0,1,fort
35,34,14.88,1,0,17,3,3,fort
35,30,18.89,0,1,7,4,5,fort
34,33,12.5,0,1,20,2,2,fort
39,36,15.34,1,2,10,3,1,fort
44,42,17.97,0,1,12,2,4,très fort
43,39,21.7,2,0,13,1,0,fort
41,41,12.87,0,0,13,2,0,très fort
38,36,15.41,2,0,2,6,2,fort
37,35,19.83,2,0,0,5,1,fort
34,29,21.53,2,0,11,1,1,fort
35,33,22.5,0,1,12,3,2,fort
42,42,17.52,0,0,5,1,4,très fort
38,36,15.77,2,0,8,1,4,fort
43,39,17.35,1,1,17,0,1,fort
33,32,18.21,1,0,3,3,3,fort
34,34,22.56,0,0,17,2,0,fort
39,36,22.44,2,0,4,5,3,fort
42,41,23.89,0,0,18,2,3,fort
41,37,24.19,1,0,16,0,3,fort
37,34,20.94,0,2,20,6,4,fort
38,37,17.42,1,0,0,6,4,fort
37,36,22.49,0,1,5,6,1,fort
34,34,18.05,0,0,1,4,1,fort
36,34,22.81,2,0,14,4,0,fort
43,43,15.98,0,0,7,4,1,très fort
42,40,17.14,1,0,0,4,5,fort
41,38,12.58,1,2,5,3,1,fort
38,34,24.14,1,1,16,0,3,fort
33,31,19.35,2,0,1,5,1,fort
43,43,24.4,0,0,13,2,5,fort
35,35,24.43,0,0,16,4,0,fort
38,36,20.84,0,0,5,0,5,fort
43,42,18.91,0,1,7,2,3,très fort
39,36,20.37,0,2,16,2,4,fort
44,43,12.22,1,0,8,3,5,fort
40,38,13.06,0,2,20,0,5,fort
35,32,19.7,0,0,15,6,0,fort
42,42,17.11,0,0,3,2,0,très fort
35,35,15.36,0,0,10,1,1,fort
44,41,20.37,2,1,16,0,0,fort
38,35,14.55,0,2,17,4,0,fort
40,37,24.98,0,2,19,6,4,fort
33,31,23.5,1,1,20,3,4,fort
33,29,21.89,2,1,15,1,1,fort
38,38,19.82,0,0,7,1,4,très fort
38,36,15.55,2,0,6,1,4,fort
39,38,21.9,1,0,19,6,5,fort
37,36,16.6,0,1,15,1,2,fort
40,39,15.8,1,0,2,1,3,fort
39,34,18.59,2,2,6,0,5,fort
39,35,23.67,0,1,6,1,4,fort
37,34,18.57,2,1,0,2,4,fort
43,40,19.69,1,1,2,2,4,fort
37,35,20.9,2,0,7,0,5,fort
34,30,12.07,1,1,16,1,2,fort
35,33,19.56,0,0,9,2,1,fort
44,38,15.65,1,1,18,6,1,fort
34,34,16.76,0,0,20,0,3,fort
34,34,16.68,0,0,6,6,3,fort
37,35,23.1,0,0,5,0,4,fort
40,38,19.88,1,1,13,5,3,fort
34,33,18.28,0,1,20,4,2,fort
33,32,23.3,0,0,3,3,1,fort
38,34,15.79,2,0,10,1,4,fort
39,37,14.98,2,0,6,1,4,fort
38,37,23.07,0,1,2,4,4,fort
35,30,12.35,1,2,13,6,4,fort
39,36,16.71,1,1,18,1,0,fort
37,37,24.27,0,0,11,5,1,fort
40,40,24.13,0,0,13,3,2,fort
42,37,20.02,0,1,5,2,2,fort
40,39,12.76,1,0,7,4,0,fort
41,40,19.09,0,0,9,3,5,très fort
35,31,13.49,2,2,8,3,5,fort
35,32,23.69,0,2,0,0,2,fort
41,38,16.38,2,1,10,5,1,fort
35,34,20.24,1,0,12,6,2,fort
33,29,20.49,0,2,4,5,4,fort
36,36,20.69,0,0,11,3,5,fort
37,37,19.91,0,0,6,3,0,fort
36,34,23.92,1,0,1,6,3,fort
34,32,22.62,2,0,7,1,1,fort
42,42,22.53,0,0,4,1,5,fort
38,38,23.76,0,0,13,6,1,fort
38,35,13.95,2,0,0,5,0,fort
43,42,14.29,0,1,9,5,2,très fort
43,42,16.6,0,0,13,5,4,très fort
38,37,14.63,0,1,1,5,2,très fort
41,40,12.12,0,1,9,0,1,très fort
44,44,16.91,0,0,10,1,4,très fort
41,40,17.18,0,1,3,0,3,très fort
42,42,14.15,0,0,8,5,3,très fort
41,41,15.47,0,0,20,3,0,très fort
39,39,16.12,0,0,8,6,3,très fort
43,43,15.77,0,0,19,1,3,très fort
43,42,15.66,0,0,4,3,3,très fort
40,40,17.13,0,0,13,5,0,très fort
41,40,17.67,0,0,16,0,1,très fort
44,44,18.06,0,0,0,0,3,très fort
38,38,19.34,0,0,13,3,2,très fort
41,41,17.93,0,0,12,2,4,très fort
43,43,14.26,0,0,7,6,0,très fort
41,39,18.19,0,0,13,6,4,très fort
44,43,14.24,0,0,6,4,3,très fort
38,38,14.64,0,0,19,5,2,très fort
41,38,12.05,0,0,9,5,2,très fort
43,43,15.7,0,0,8,1,5,très fort
41,37,12.74,0,1,17,4,2,très fort
39,39,13.63,0,0,5,1,1,très fort
39,39,15.78,0,0,9,0,2,très fort
42,42,12.02,0,0,5,4,3,très fort
41,41,13.01,0,0,13,4,0,très fort
40,37,19.56,0,0,10,1,4,très fort
43,43,17.56,0,0,6,4,3,très fort
41,41,13.92,0,0,17,0,2,très fort
40,39,14.13,0,0,20,3,5,très fort
42,42,13.93,0,0,4,4,4,très fort
41,38,15.4,0,0,0,1,2,très fort
38,36,16.55,0,0,7,0,3,très fort
42,41,14.03,0,0,5,5,1,très fort
43,43,16.52,0,0,15,1,1,très fort
41,41,18.6,0,0,4,1,4,très fort
40,40,17.44,0,0,17,1,1,très fort
42,42,13.65,0,0,0,6,0,très fort
39,38,14.26,0,1,18,0,5,très fort
44,44,19.07,0,0,12,1,5,très fort
42,40,15.69,0,0,5,6,1,très fort
40,36,14.12,0,1,2,5,2,très fort
39,39,13.36,0,0,3,6,3,très fort
43,42,12.32,0,0,2,2,0,très fort
44,43,14.44,0,0,4,3,4,très fort
44,44,16.38,0,0,5,1,4,très fort
40,40,19.91,0,0,0,3,2,très fort
39,38,13.98,0,0,6,2,4,très fort
38,38,15.7,0,0,5,2,0,très fort
38,38,18.59,0,0,3,2,0,très fort
41,41,15.56,0,0,18,3,5,très fort
43,43,19.17,0,0,4,6,5,très fort
39,36,16.26,0,0,12,1,3,très fort
43,43,15.04,0,0,8,3,3,très fort
38,38,19.06,0,0,5,6,4,très fort
39,39,19.71,0,0,16,5,1,très fort
44,44,12.85,0,0,19,4,5,très fort
41,41,16.13,0,0,15,3,1,très fort
43,43,18.48,0,0,5,1,4,très fort
40,40,14.02,0,0,4,1,1,très fort
39,38,15.49,0,0,19,6,4,très fort
39,38,15.33,0,0,12,5,1,très fort
44,44,13.7,0,0,15,4,3,très fort
41,40,12.08,0,0,12,1,2,très fort
40,39,16.42,0,0,6,4,5,très fort
41,41,14.05,0,0,19,2,3,très fort
40,38,18.0,0,1,7,3,0,très fort
38,38,18.37,0,0,13,2,2,très fort
38,37,18.69,0,1,16,5,2,très fort
40,38,16.02,0,0,2,6,2,très fort
44,42,15.32,0,0,9,1,5,très fort
40,37,13.83,0,1,20,2,4,très fort
38,38,19.08,0,0,13,3,2,très fort
39,39,14.49,0,0,9,3,1,très fort
38,38,14.61,0,0,18,4,0,très fort
40,40,13.66,0,0,4,6,5,très fort
43,43,18.83,0,0,6,6,0,très fort
43,43,15.96,0,0,0,1,0,très fort
42,40,19.87,0,1,14,1,0,très fort
38,38,12.86,0,0,15,5,2,très fort
40,40,13.38,0,0,5,2,5,très fort
43,42,17.77,0,1,6,1,5,très fort
38,38,17.95,0,0,16,2,1,très fort
44,43,15.34,0,0,8,1,5,très fort
41,38,12.03,0,1,9,1,2,très fort
39,37,18.35,0,0,14,4,0,très fort
40,40,18.5,0,0,3,0,0,très fort
39,36,12.9,0,1,3,4,3,très fort
40,40,16.19,0,0,15,4,0,très fort
42,38,19.76,0,1,17,3,3,très fort
44,44,16.89,0,0,6,3,1,très fort
40,40,12.79,0,0,3,1,0,très fort
39,39,12.65,0,0,19,6,1,très fort
40,39,17.02,0,1,9,6,4,très fort
38,38,19.33,0,0,8,4,0,très fort
41,41,14.47,0,0,8,4,1,très fort
41,41,18.13,0,0,2,1,4,très fort
38,37,14.8,0,1,9,1,4,très fort
41,41,13.73,0,0,4,5,2,très fort
40,39,14.15,0,0,3,6,0,très fort
43,43,18.59,0,0,17,6,2,très fort
41,37,18.03,0,0,10,3,5,très fort
43,42,12.48,0,1,6,1,5,très fort
40,40,17.74,0,0,18,6,4,très fort
41,41,17.69,0,0,20,2,1,très fort
40,39,19.19,0,0,1,4,5,très fort
40,38,19.45,0,0,14,6,4,très fort
42,42,19.95,0,0,12,1,0,très fort
38,38,17.9,0,0,3,1,5,très fort
40,38,16.31,0,1,2,3,0,très fort
38,38,17.46,0,0,10,6,0,très fort
38,38,12.19,0,0,0,2,3,très fort
42,41,19.07,0,0,17,0,3,très fort
43,43,14.95,0,0,18,4,0,très fort
42,40,18.26,0,1,19,0,1,très fort
42,42,15.14,0,0,10,6,2,très fort
44,41,19.67,0,0,1,0,4,très fort
41,40,13.67,0,0,3,5,3,très fort
44,44,12.77,0,0,13,0,4,très fort
40,40,19.59,0,0,15,4,1,très fort
42,39,17.78,0,1,20,4,5,très fort
44,41,16.51,0,0,17,5,3,très fort
41,41,18.32,0,0,20,2,4,très fort
38,38,17.8,0,0,11,0,3,très fort
42,41,13.15,0,0,12,3,1,très fort
44,43,19.6,0,0,2,3,4,très fort
42,40,18.02,0,1,15,2,3,très fort
42,41,18.74,0,1,13,1,2,très fort
41,41,16.36,0,0,8,6,1,très fort
42,40,14.38,0,1,4,3,4,très fort
43,43,18.18,0,0,4,6,1,très fort
38,38,17.37,0,0,2,6,1,très fort
44,43,19.36,0,1,16,1,5,très fort
43,43,12.54,0,0,12,0,0,très fort
43,42,19.84,0,1,17,0,0,très fort
39,38,17.19,0,1,3,1,3,très fort
40,39,15.86,0,1,1,1,0,très fort
41,41,16.85,0,0,9,6,1,très fort
42,41,16.56,0,0,15,4,0,très fort
40,37,19.56,0,1,17,1,1,très fort
43,43,17.94,0,0,0,3,4,très fort
41,38,20.0,0,1,17,6,5,très fort
43,41,16.46,0,1,12,1,1,très fort
39,38,19.8,0,1,12,3,0,très fort
39,39,18.45,0,0,5,1,2,très fort
39,38,13.82,0,1,13,3,0,très fort
41,38,14.31,0,1,0,2,5,très fort
39,39,13.75,0,0,18,0,5,très fort
44,44,17.28,0,0,13,6,1,très fort
38,38,16.92,0,0,6,2,2,très fort
42,42,18.73,0,0,12,6,1,très fort
43,43,19.33,0,0,15,6,0,très fort
38,35,19.75,0,1,4,3,2,très fort
43,42,13.86,0,0,3,3,1,très fort
38,37,14.81,0,0,0,6,0,très fort
39,39,18.7,0,0,5,2,1,très fort
38,38,16.35,0,0,18,0,3,très fort
42,42,16.09,0,0,13,6,2,très fort
40,40,16.39,0,0,11,3,0,très fort
44,43,14.96,0,1,17,4,2,très fort
43,43,17.9,0,0,9,3,2,très fort
42,41,19.87,0,0,1,4,4,très fort
42,42,18.02,0,0,18,5,0,très fort
38,38,14.99,0,0,2,2,2,très fort
43,41,14.22,0,1,20,2,1,très fort
40,40,12.1,0,0,20,4,0,très fort
41,41,12.47,0,0,18,2,4,très fort
39,39,18.62,0,0,10,5,1,très fort
38,38,14.01,0,0,2,4,0,très fort
